,farm,date,year,calamosternus_granarius,colobopterus_erraticus,aphodius_fimetarius,otophorus,oscarinus_rusicola,alloblackburneus_rubeolus,acrossus_rubripennis,chilothorax_distinctus,teuchestes_fossor,labarrus_lividus,blackburneus_stercorosus,dialytellus_dialytoides,trichonotulus_scrofa,eupleurus_subterraneus,onthophagus_taurus,onthophagus_pensylvannicus,onthophagus_nuchicornis,onthophagus_hecate,unnamed_21,onthopagus_abundance,aphodius_abundance,total_abundance,q_0_richness,q_1_shannon,q_2_simpson,native_species_abundance,native_species_richness,native_species_proportion,unnamed_0,lat,long,corn,soybeans,sweet_corn,barley,winter_wheat,rye,oats,alfalfa,other_hay_non_alflafa,buckwheat,dry_beans,potatoes,misc_vegs_&_fruits,clover_wildflowers,fallow_idle_cropland,cherries,apples,grapes,christmas_trees,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,barren,deciduous_forest,evergreen_forest,mixed_forest,shrubland,grassland_pasture,woody_wetlands,herbaceous_wetlands,total,ag,ag_prop,nat,nat_prop,semi_nat,semi_nat_prop,dev,dev_prop,other,other_prop,woodland,woodland_prop,forest_prop,total_nat_prop,drainage,soil_texture,julian_day,season,sorghum,sunflower,spring_wheat,sugarbeets,onions,cucumbers,peas,sod_grass_seed,other_tree_crops,aquaculture,triticale,carrots,broccoli,greens,squash,dbl_crop_triticale_corn,pumpkins
97,Porco,2024-07-23,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,205,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
98,Young,2024-07-23,2024,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,2,2.0,2.0,0,0,0.0,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,205,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Devine Gardens,2024-07-23,2024,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,1,1.0,1.0,0,0,0.0,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,205,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Essex Farm,2024-07-26,2024,3,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,17,4,3.643783154,3.4,2,1,0.058823529,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,208,summer,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
101,Daona,2024-07-31,2024,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,1.0,1.0,0,0,0.0,15,43.87937159,-73.31594296,700,1,0,0,0,0,0,0,405,0,0,0,0,0,1,,0,0,,0,49,125,21,13,19,272,49,24,0,1759,24,0,6869.12685726,1108,0.1613014321942462,388,0.0564846170499707,1759,0.2560733025538621,227,0.0330464125524313,0.0,0.0,388,0.0564846170499707,0.0502247239232987,0.3125579196038328,2,12,213,summer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,KZ,2024-07-24,2024,0,3,0,47,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,61,61,4,2.039824178,1.604570936,11,2,0.032786885,16,44.21408785,-73.44422119,2,0,1,0,0,8,0,0,11,0,0,0,0,0,1,,0,0,,7,104,100,15,1,12,411,652,46,0,2016,72,1,6861.53973332,22,0.0032062774326244,1194,0.1740134206615277,2016,0.2938116047350418,232,0.0338116529258579,0.0,0.0,1193,0.1738676807782266,0.1616255305809332,0.4678250253965695,2,8,206,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,J+R Pierce,2024-07-31,2024,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,6,6,4,3.464101615,3.0,1,1,0.166666667,17,44.78597241,-73.52093275,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,,0,0,,0,102,72,7,0,1,1127,655,76,0,956,401,42,6876.53007932,28,0.00407182106048,2302,0.3347618600437559,956,0.1390236047792487,182,0.0264668368931205,0.0,0.0,2260,0.3286541284530358,0.2701944117990002,0.4737854648230047,5,2,213,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Donahues,2024-07-24,2024,1,19,0,3,2,4,0,0,0,0,1,0,0,0,1,0,0,0,,1,30,31,7,3.667161293,2.445292621,7,3,0.1,18,44.78372872,-74.45422136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,138,29,3,5,6,1809,287,4,1,1000,180,0,6874.65901472,5,0.0007273088002319,2287,0.3326710452261097,1000,0.1454617600463968,181,0.0263285785683978,0.0,0.0,2287,0.3326710452261097,0.3054696960974334,0.4781328052725065,2,4,206,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,Chaseholm,2024-08-11,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,2,2,2.0,2.0,0,0,0.0,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,224,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Full Moon,2024-08-12,2024,0,0,0,27,2,0,0,0,0,5,9,0,0,1,0,0,0,0,,0,44,44,5,2.997907731,2.304761905,11,2,0.045454545,1,41.753636,-74.122224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,312,81,7,0,0,1656,29,52,0,1312,14,0,6861.2628239999995,0,0.0,1751,0.2552008347319359,1312,0.1912184438425471,400,0.058298306049557,0.0,0.0,1751,0.2552008347319359,0.2531603940202014,0.446419278574483,5,9,225,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Wilmar Farm,2024-08-07,2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,1,1,1.0,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,220,summer,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
108,Hendricksons Grazing Acres,2024-08-07,2024,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,2,2.0,2.0,0,0,0.0,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,220,summer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Tamberlane Farm,2024-08-07,2024,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,0,4,4,3,2.828427125,2.666666667,2,1,0.25,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,220,summer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,Rugenstein,2024-08-07,2024,0,0,0,3,1,0,0,0,0,1,0,0,0,9,0,0,0,0,,0,14,14,4,2.694301256,2.130434783,1,1,0.071428571,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,220,summer,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Charlie Reinshagen,2024-08-08,2024,0,1,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,,6,4,10,3,2.454555596,2.173913043,3,1,0.25,7,42.378973,-74.666026,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,168,117,79,29,0,1412,257,172,0,1204,6,0,6859.425894,8,0.0011662783625955,1847,0.2692645169642531,1204,0.1755248935706338,393,0.0572934245625075,0.0,0.0,1847,0.2692645169642531,0.2683898081923064,0.4447894105348869,8,5,221,summer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Maks Melvan,2024-08-08,2024,0,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,8,9,4,3.155224647,2.612903226,0,0,0.0,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,221,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,LaurDom Cattle Co.,2024-08-08,2024,0,1,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,13,13,4,2.211630564,1.640776699,11,2,0.153846154,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,221,summer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Stony Creek Farm,2024-08-08,2024,0,1,0,24,12,0,0,0,0,0,12,0,0,0,1,0,0,1,,2,49,51,6,3.549841852,3.0,25,3,0.06122449,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,221,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Porco,2024-08-07,2024,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,3,3,2,1.889881575,1.8,1,1,0.333333333,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,220,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
116,Young,2024-08-06,2024,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,7,7,3,2.217347452,1.814814815,2,2,0.285714286,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,219,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Devine Gardens,2024-08-06,2024,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,2,1.889881575,1.8,0,0,0.0,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,219,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Essex Farm,2024-08-08,2024,0,5,0,12,3,32,0,0,0,0,0,0,0,0,0,0,0,0,,0,52,52,4,2.792418436,2.249584027,35,2,0.038461538,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,221,summer,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
119,Daona,2024-08-14,2024,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,5,1,1.0,1.0,0,0,0.0,15,43.87937159,-73.31594296,700,1,0,0,0,0,0,0,405,0,0,0,0,0,1,,0,0,,0,49,125,21,13,19,272,49,24,0,1759,24,0,6869.12685726,1108,0.1613014321942462,388,0.0564846170499707,1759,0.2560733025538621,227,0.0330464125524313,0.0,0.0,388,0.0564846170499707,0.0502247239232987,0.3125579196038328,2,12,227,summer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,KZ,2024-08-08,2024,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,27,27,2,1.302195976,1.158982512,2,1,0.037037037,16,44.21408785,-73.44422119,2,0,1,0,0,8,0,0,11,0,0,0,0,0,1,,0,0,,7,104,100,15,1,12,411,652,46,0,2016,72,1,6861.53973332,22,0.0032062774326244,1194,0.1740134206615277,2016,0.2938116047350418,232,0.0338116529258579,0.0,0.0,1193,0.1738676807782266,0.1616255305809332,0.4678250253965695,2,8,221,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,J+R Pierce,2024-08-15,2024,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14,15,3,1.624327837,1.315789474,1,1,0.071428571,17,44.78597241,-73.52093275,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,,0,0,,0,102,72,7,0,1,1127,655,76,0,956,401,42,6876.53007932,28,0.00407182106048,2302,0.3347618600437559,956,0.1390236047792487,182,0.0264668368931205,0.0,0.0,2260,0.3286541284530358,0.2701944117990002,0.4737854648230047,5,2,228,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Donahues,2024-08-15,2024,0,13,0,12,0,4,0,0,1,0,27,0,0,0,8,0,0,0,,8,57,65,6,4.447596259,3.762243989,31,2,0.035087719,18,44.78372872,-74.45422136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,138,29,3,5,6,1809,287,4,1,1000,180,0,6874.65901472,5,0.0007273088002319,2287,0.3326710452261097,1000,0.1454617600463968,181,0.0263285785683978,0.0,0.0,2287,0.3326710452261097,0.3054696960974334,0.4781328052725065,2,4,228,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,Chaseholm,2024-08-23,2024,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,,2,3,5,5,5.0,5.0,2,2,0.666666667,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,236,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Wilmar Farm,2024-08-21,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,234,summer,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
125,Hendricksons Grazing Acres,2024-08-21,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,234,summer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Tamberlane Farm,2024-08-24,2024,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,2,1.889881575,1.8,2,1,0.333333333,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,237,summer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
127,Rugenstein,2024-08-21,2024,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,,0,8,8,3,2.649351129,2.461538462,1,1,0.125,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,234,summer,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Charlie Reinshagen,2024-08-22,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,2,1,3,2,1.889881575,1.8,1,1,1.0,7,42.378973,-74.666026,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,168,117,79,29,0,1412,257,172,0,1204,6,0,6859.425894,8,0.0011662783625955,1847,0.2692645169642531,1204,0.1755248935706338,393,0.0572934245625075,0.0,0.0,1847,0.2692645169642531,0.2683898081923064,0.4447894105348869,8,5,235,summer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Maks Melvan,2024-08-22,2024,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,2,3,5,4,3.789291416,3.571428571,0,0,0.0,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,235,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,LaurDom Cattle Co.,2024-08-22,2024,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,2,1.754765351,1.6,0,0,0.0,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,235,summer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Stony Creek Farm,2024-08-22,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,235,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Porco,2024-08-21,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,234,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
133,Young,2024-08-20,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,233,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Devine Gardens,2024-08-23,2024,0,1,0,7,2,0,0,0,0,0,2,0,0,1,0,0,0,0,,0,13,13,5,3.683544726,2.86440678,4,2,0.153846154,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,236,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Essex Farm,2024-08-22,2024,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,3,3,2,1.889881575,1.8,3,2,0.666666667,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,235,summer,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
136,Daona,2024-08-28,2024,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,1.0,1.0,0,0,0.0,15,43.87937159,-73.31594296,700,1,0,0,0,0,0,0,405,0,0,0,0,0,1,,0,0,,0,49,125,21,13,19,272,49,24,0,1759,24,0,6869.12685726,1108,0.1613014321942462,388,0.0564846170499707,1759,0.2560733025538621,227,0.0330464125524313,0.0,0.0,388,0.0564846170499707,0.0502247239232987,0.3125579196038328,2,12,241,summer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
