site,pest,crop,state_province,date,count,latitude,longitude
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.731,-84.056
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,40.731,-84.056
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.731,-84.056
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/13/22,2,40.731,-84.056
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,40.731,-84.056
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.731,-84.056
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.731,-84.056
Allen Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/29/22,1,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/20/22,1,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,8/3/22,2,40.731,-84.056
Allen Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,6/29/22,2,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/20/22,5,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/27/22,2,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,8/3/22,2,40.731,-84.056
Allen Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.731,-84.056
Ashtabula Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.74,-80.768
Ashtabula Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,1,41.74,-80.768
Ashtabula Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,30,41.74,-80.768
Ashtabula Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,20,41.74,-80.768
Ashtabula Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,18,41.74,-80.768
Ashtabula Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.74,-80.768
Ashtabula Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,41.74,-80.768
Ashtabula Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,9,41.74,-80.768
Ashtabula Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,18,41.74,-80.768
Ashtabula Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,41.74,-80.768
Ashtabula Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,41.74,-80.768
Auglaize Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.568,-84.196
Auglaize Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.568,-84.196
Auglaize Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,40.568,-84.196
Auglaize Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.568,-84.196
Auglaize Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.568,-84.196
Auglaize Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.568,-84.196
Auglaize Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.569,-84.196
Auglaize Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,2,40.569,-84.196
Auglaize Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,1,40.569,-84.196
Auglaize Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.569,-84.196
Auglaize Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.569,-84.196
Auglaize Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.569,-84.196
Auglaize Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.568,-84.196
Auglaize Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.568,-84.196
Auglaize Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,40.568,-84.196
Auglaize Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.568,-84.196
Auglaize Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.568,-84.196
Auglaize Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.568,-84.196
Brown Cty WBC,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,38.862,-83.91
Brown Cty WBC,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,38.862,-83.91
Brown Cty WBC,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,38.862,-83.91
Brown Cty WBC,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,38.862,-83.91
Brown Cty WBC,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,38.862,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,39.925,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,39.925,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,39.925,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,7/20/22,2,39.925,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,39.925,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,39.925,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,8/10/22,3,39.925,-83.91
Clark Cty WBC,Western Bean Cutworm (WBC),Other,OH,8/17/22,0,39.925,-83.91
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.267,-81.859
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,40.267,-81.859
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.267,-81.859
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.267,-81.859
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,2,40.267,-81.859
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.267,-81.859
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.267,-81.859
Coshocton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,2,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,2,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,7,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,12,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,2,40.267,-81.859
Coshocton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/29/22,2,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/6/22,6,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/13/22,10,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,15,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.267,-81.859
Coshocton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.267,-81.859
Crawford Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,40.81,-82.975
Crawford Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,1,40.81,-82.975
Crawford Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,2,40.81,-82.975
Crawford Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,5,40.81,-82.975
Crawford Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,1,40.81,-82.975
Crawford Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,40.809,-82.974
Crawford Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.809,-82.974
Crawford Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.809,-82.974
Crawford Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,2,40.809,-82.974
Crawford Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.809,-82.974
Crawford Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.809,-82.974
Darke Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,40.117,-84.621
Darke Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.117,-84.621
Darke Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.117,-84.621
Darke Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.117,-84.621
Darke Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,40.117,-84.621
Darke Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.117,-84.621
Darke Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.117,-84.621
Darke Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,40.117,-84.621
Darke Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.117,-84.621
Darke Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.117,-84.621
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.343,-84.416
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.343,-84.416
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,5,41.343,-84.416
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,13,41.343,-84.416
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,6,41.343,-84.416
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,41.343,-84.416
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,1,41.343,-84.416
Defiance Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,9,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,19,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,8,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,3,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,4,41.343,-84.416
Defiance Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.343,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.342,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.342,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/6/22,4,41.342,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/13/22,33,41.342,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,33,41.342,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,11,41.342,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.342,-84.416
Defiance Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/6/22,1,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/13/22,4,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/20/22,1,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/27/22,2,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.342,-84.416
Defiance Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/20/22,1,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.342,-84.416
Defiance Cty WBC 5,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.342,-84.416
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/15/22,1,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,1,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,2,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,6,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,4,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.428,-82.692
Erie Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.428,-82.692
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,5,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,6,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,15,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.427,-82.691
Erie Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.427,-82.691
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,41.599,-84.148
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.599,-84.148
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.599,-84.148
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,41.599,-84.148
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,21,41.599,-84.148
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,20,41.599,-84.148
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,8,41.599,-84.148
Fulton Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,2,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,2,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.599,-84.148
Fulton Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.599,-84.148
Fulton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/20/22,0,41.599,-84.148
Fulton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/29/22,388,41.599,-84.148
Fulton Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.599,-84.148
Geauga Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,41.48,-81.145
Geauga Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,4,41.48,-81.145
Geauga Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,8,41.48,-81.145
Geauga Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,1,41.48,-81.145
Geauga Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.48,-81.145
Geauga Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/17/22,1,41.48,-81.145
Geauga Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,3,41.48,-81.145
Geauga Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,29,41.48,-81.145
Geauga Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,8,41.48,-81.145
Geauga Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.48,-81.145
Geauga Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.48,-81.145
Geauga Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/17/22,1,41.48,-81.145
Geauga Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,19,41.48,-81.145
Geauga Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,21,41.48,-81.145
Geauga Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,4,41.48,-81.145
Geauga Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/10/22,1,41.48,-81.145
Geauga Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/17/22,2,41.48,-81.145
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,5,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,6,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,9,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,25,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,4,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,3,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.053,-83.689
Hancock Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/17/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,2,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,7,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.053,-83.689
Hancock Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/17/22,0,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/29/22,2,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/6/22,1,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.053,-83.689
Hancock Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/17/22,0,41.053,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/6/22,3,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/13/22,1,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/20/22,1,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,41.052,-83.689
Hancock Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,8/17/22,0,41.052,-83.689
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,2,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,3,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,5,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,2,40.652,-83.627
Hardin Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,1,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,1,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,5,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,5,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.652,-83.627
Hardin Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.652,-83.627
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,6/29/22,2,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/13/22,2,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/20/22,2,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.652,-83.626
Hardin Cty WBC 3,Western Bean Cutworm (WBC),Other,OH,8/10/22,1,40.652,-83.626
Hardin Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,40.652,-83.627
Hardin Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/22/22,1,40.652,-83.627
Hardin Cty WBC 4,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,40.652,-83.627
